,AMG,AFL,ALL,AXP,AIG,AMP,AON,AJG,AIZ,BAC,BBT,BRK.B,BLK,HRB,COF,CBOE,SCHW,CB,CINF,C,CME,CMA,DFS,ETFC,FITB,BEN,GS,HIG,HBAN,IVZ,JPM,KEY,LUK,LNC,L,MTB,MMC,MET,MCO,MS,NDAQ,NTRS,PBCT,PNC,PFG,PGR,PRU,RF,SPGI,STT,STI,TROW,BK,TRV,TMK,USB,UNM,WFC,XL,ZION
967,155.9296,69.3049,71.3585,73.853,64.6389,116.0092,115.0387,50.173,89.8936,22.2587,46.169,163.4902,378.0878,23.2899,88.7393,74.5349,39.1999,131.4963,77.6863,58.6106,119.8614,67.8285,70.8574,35.4508,26.3653,40.3054,233.7709,47.6167,13.1833,32.6045,83.5546,18.0519,23.2539,66.8165,46.3389,150.019,69.3007,56.4549,97.2683,42.5775,67.4088,88.4094,19.4858,111.8946,60.1453,33.7531,104.8029,14.2907,113.5831,79.7763,53.9025,76.8748,48.2508,117.5397,73.0421,51.051,43.1978,56.4843,36.4133,41.9354
968,160.0782,69.7202,71.6227,74.7192,65.631,118.5273,113.9809,50.2853,92.7991,22.9446,46.9731,164.3742,387.0135,22.2215,90.4755,75.0887,39.4594,132.4149,78.2411,59.9281,121.4904,69.3845,71.8458,35.565,26.8422,41.7664,239.7246,48.029,13.4834,33.145,84.8131,18.3924,23.8404,68.4427,46.9283,153.5944,69.3704,57.3331,98.0744,43.3157,67.6951,89.5906,19.9438,114.5987,60.8647,34.0399,106.5239,14.5571,114.7158,81.1985,54.8489,78.2363,48.9943,118.541,73.8662,51.9284,44.1002,57.2147,36.6524,43.0163
969,161.4074,68.5783,72.0776,74.5957,65.7715,117.85,112.7893,50.4376,92.195,22.983,46.8659,164.2917,388.1163,22.7531,90.0513,76.4495,39.2545,132.1502,77.9507,59.7413,122.3437,69.6178,72.3696,35.5354,26.7847,41.2271,240.486,48.4254,13.4464,32.8559,84.8701,18.3266,23.951,68.2346,47.2625,153.2916,69.3908,57.2149,99.5087,43.6682,68.2055,89.1958,19.8644,114.3087,60.3098,34.1475,105.9199,14.4957,114.9281,80.3735,54.5778,77.1249,48.5447,118.5816,73.5958,51.9283,43.5604,56.9174,36.9169,42.9876
970,160.0793,68.9901,72.7175,73.7095,65.5323,115.9968,112.9951,50.8396,92.2109,22.83,47.0391,166.0896,389.8659,23.2599,89.8633,76.7067,39.0459,132.6331,78.504,59.5236,123.0035,68.9451,71.8799,34.9857,26.6709,40.2323,238.8967,48.4218,13.3458,32.3638,84.8724,18.204,23.8796,67.0165,47.4722,152.9673,69.3487,56.5631,98.6366,43.1645,68.7341,88.9203,19.574,114.4916,59.4289,34.4875,104.5143,14.4382,113.655,80.3994,54.3689,76.0078,48.4161,120.4915,73.0491,51.6698,43.2636,56.0673,37.2874,42.7188
971,160.0587,69.9046,72.8664,73.7201,65.9789,114.8835,112.6933,51.0341,91.7618,22.5639,47.0398,166.3261,392.7759,23.572,89.2981,76.7267,38.9006,133.2944,78.4712,59.4656,123.2229,68.0413,71.8328,34.7734,26.6836,39.9846,237.9208,48.2276,13.2384,31.8033,84.6311,18.0627,23.541,66.7211,47.6206,152.9749,69.4636,56.6382,99.3943,42.7257,69.2992,88.8882,19.3978,114.7208,59.509,34.463,104.704,14.2435,116.4411,80.0425,54.2583,76.5134,48.3051,121.5939,73.2612,51.5312,43.4429,55.7659,37.3023,42.0913
972,156.942,70.1303,72.8358,74.2087,66.1595,113.8166,112.2565,50.4884,92.2948,22.7957,46.8852,165.7121,392.4131,22.926,89.0109,76.3376,39.0635,132.5263,77.5959,59.7862,122.1968,67.896,71.3572,35.0824,26.8822,39.6782,239.5584,47.9643,13.1614,31.6376,84.878,18.1373,23.5327,66.4073,47.3051,152.8673,68.9215,56.5119,98.2377,42.8983,68.4859,88.8814,19.2697,114.3811,59.0618,35.0604,104.0912,14.3851,115.6912,79.7643,54.9466,76.1086,48.2249,120.5923,73.5434,51.7125,43.7662,54.7338,36.6854,42.1353
973,153.2782,69.5766,73.3678,75.203,66.439,114.5224,112.6994,50.8349,92.7872,23.2001,47.077,166.0987,392.9747,23.0674,90.6667,75.9824,39.6479,132.7003,77.4003,60.3143,122.3508,68.662,72.7357,35.4867,27.1684,39.6622,243.8693,48.1427,13.3115,31.834,86.1084,18.3692,23.6585,67.57,47.473,153.908,68.7135,57.5172,97.1181,43.1806,68.6046,90.2271,19.3439,115.4801,59.1358,35.4597,106.9595,14.577,114.8488,80.221,55.6925,76.2466,48.5183,120.8861,73.8893,52.0699,44.5947,55.5862,36.4816,43.1769
974,149.9545,69.3434,73.9577,75.0772,66.2897,112.696,112.169,51.5067,91.453,22.9078,46.8015,165.1269,393.4573,23.4228,89.5972,75.7358,39.1879,132.5017,76.002,59.9686,122.6051,68.0036,71.8449,34.7703,26.9302,39.4279,240.7509,47.6963,13.1165,31.7507,85.4233,18.2222,23.5034,66.7441,47.4629,152.8153,68.495,54.8143,96.666,42.8835,68.1747,89.2223,19.1718,115.1839,58.2018,35.7036,106.1901,14.3229,113.4035,79.0531,55.4395,76.6238,47.8657,121.2304,73.4241,51.8935,43.7647,55.2837,36.386,42.2994
975,146.3555,69.4613,74.3811,74.541,66.2374,110.9683,111.967,51.51,92.1597,22.4891,46.6666,165.1166,391.0327,23.1703,89.812,75.5642,38.7237,133.0334,76.1639,59.4614,122.4279,67.7762,72.0553,34.7243,27.0073,39.4755,238.3343,47.6734,13.0444,31.3474,84.9992,18.0921,23.3575,66.5669,47.3315,153.1605,68.6464,53.8235,95.8209,42.5687,67.7394,88.4287,19.1851,115.3764,57.7667,35.7489,105.9645,14.2089,112.8584,78.1404,55.1399,76.4141,47.2976,121.699,73.9801,51.767,43.6773,55.0972,36.8499,42.3393
976,147.0583,69.7836,74.4925,74.9486,66.5892,113.3775,111.7748,51.8549,92.4306,22.7036,47.4785,166.0656,397.4197,23.1623,90.4016,74.7737,39.8711,133.0253,76.3836,60.4281,122.5275,68.4965,72.8989,35.2143,27.7469,40.2245,242.2348,47.8656,13.324,31.8263,86.1268,18.4376,23.7756,67.7337,47.6396,156.6853,68.4128,54.3046,96.6359,43.4172,67.9005,90.008,19.4333,117.9189,58.4571,35.7685,107.2657,14.5849,112.195,79.0045,56.0362,77.3509,47.6848,122.4408,74.6716,52.5062,44.5697,56.0277,37.1897,43.8093
977,146.6535,70.3244,74.4836,75.2574,66.5896,113.0109,112.5283,51.8475,92.3878,22.6074,47.3924,166.1449,394.1859,23.2239,90.4194,74.2436,39.9301,133.3002,76.4547,60.5812,121.5225,69.1696,72.829,35.155,27.7137,40.2516,241.0631,48.2739,13.3277,31.4577,86.4963,18.3873,23.768,67.8587,47.9108,156.1952,68.4654,54.5619,96.6206,43.4234,67.6127,89.9568,19.3779,117.7667,59.0812,35.7971,106.538,14.5204,112.0118,78.8302,55.9937,77.4321,47.5267,122.6675,74.8474,52.2724,44.6669,55.7894,37.46,43.5927
978,146.3104,70.2067,74.4371,74.7642,66.2068,111.8884,112.3143,51.8811,92.997,22.5585,47.2841,165.7627,386.8698,23.2438,89.257,73.6392,39.7711,133.2114,76.2281,60.6034,120.6669,68.9681,72.3374,34.9217,27.6077,40.2215,240.8117,48.0991,13.3466,31.0057,86.7695,18.3498,23.5535,67.2818,47.6715,155.8994,68.3661,54.2903,95.8609,42.9922,67.1677,89.6975,19.3659,117.5786,58.4107,35.6691,105.4511,14.5444,109.9598,78.9848,56.1141,76.7215,47.6469,122.027,74.5405,52.1344,44.4716,55.7695,37.5745,43.6305
979,143.9463,70.1486,74.5747,74.9573,66.3487,111.6453,112.9369,52.0143,93.1282,22.5702,47.3608,165.2017,386.0075,23.2545,89.6682,73.2544,40.1242,133.0281,76.3836,60.7932,116.4552,69.2583,72.6176,35.1913,27.5901,40.3576,240.726,48.2166,13.3624,30.8157,86.8273,18.4285,23.53,67.5157,47.5236,156.6992,68.5439,54.4218,95.7569,42.9442,67.162,89.3162,19.3544,117.7338,58.3086,35.5749,106.0365,14.5602,109.2676,78.6404,56.1323,76.3842,47.4625,122.0447,74.3242,52.1784,44.4686,55.8421,37.919,43.8018
980,144.8776,70.4267,74.5246,74.9949,66.738,112.4605,112.6007,51.9863,93.6667,22.6199,47.6459,165.1461,387.434,23.4975,89.7976,73.6207,40.477,132.9376,76.5826,61.1634,116.7566,69.4684,72.8412,35.5386,27.7608,40.2965,241.6849,48.2624,13.4153,31.1457,87.0101,18.5321,23.5468,67.6739,47.4504,157.7269,68.3187,54.8178,95.7418,43.1282,67.3931,89.7462,19.4235,118.2473,58.7388,35.6903,106.7425,14.6368,109.6027,79.0052,56.3405,76.885,47.7246,121.9562,74.4284,52.3008,44.5632,55.9436,38.0811,43.8695
981,144.0212,69.9487,74.4335,74.5336,66.1449,111.5854,112.05,51.748,93.7945,22.4306,47.3489,164.2648,383.2785,23.2874,88.4925,73.4406,40.0415,132.456,76.2113,60.3854,116.1657,68.8153,72.0009,35.0847,27.3706,39.6578,242.6143,47.8798,13.3104,30.6918,86.7091,18.3579,23.2871,66.9641,47.2992,156.9628,67.9757,54.271,94.9943,42.8474,67.4282,89.4751,19.4368,117.5175,58.2343,35.5365,105.3811,14.4764,108.9851,78.7008,55.7315,76.3463,48.0574,122.2166,74.0538,51.9679,44.1724,55.5094,37.7484,43.4977
982,143.8844,69.8829,74.4134,73.9273,65.5973,110.1957,111.5773,51.8414,92.7926,21.9977,46.7718,163.3474,380.4265,23.2516,87.3113,73.5403,39.6166,132.2681,75.916,59.2516,115.5227,67.9427,71.8596,34.5553,26.8112,39.4451,238.3285,47.6822,13.0935,30.1394,85.6512,18.1032,23.2216,66.1414,47.0099,155.6397,67.8071,53.7195,94.4912,42.098,67.1712,88.5385,19.4099,116.1057,57.8766,35.4832,104.0725,14.2264,108.9123,77.5931,54.7365,75.6795,47.3819,122.3586,73.6595,51.3132,43.8707,54.8144,37.3982,42.867
983,145.3729,69.666,74.1869,74.074,65.3418,110.9023,111.4957,51.9855,92.8686,22.1139,46.9715,163.048,380.6783,23.0223,87.2241,73.8799,39.459,132.1893,75.7691,59.4864,115.3502,68.1537,72.0826,34.6347,26.9414,39.5421,239.3225,47.6337,13.1833,30.3264,86.1423,18.2811,23.2179,66.2867,46.8694,156.1506,67.5976,53.894,94.2143,42.244,67.1016,88.9863,19.3443,116.8486,57.8362,35.4949,103.9668,14.3553,107.6468,77.7562,54.8162,75.3041,47.4044,122.4697,73.7251,51.3722,43.9115,55.1245,37.256,43.0917
984,145.7285,69.6698,73.9501,75.241,65.1577,111.5096,111.9407,52.069,93.6585,22.4471,47.0048,163.4283,384.9787,22.9289,88.6929,73.004,40.1426,131.6505,75.6384,60.4357,114.1883,68.8984,72.5789,35.1638,27.0879,40.2177,241.5621,47.8522,13.3365,30.824,86.8946,18.3312,23.2685,66.7926,47.1467,156.8567,67.634,54.1725,95.7015,43.0123,66.7375,89.6096,19.3214,117.95,58.4728,35.4831,104.7341,14.4221,108.3172,79.0735,55.2869,75.8809,48.1254,121.0242,73.855,51.4691,44.1797,55.8526,37.602,43.249
985,148.1441,70.4616,74.5399,75.946,65.9011,114.7443,113.2153,52.9305,94.9068,22.7949,47.2817,163.7058,385.1794,23.3273,90.1898,75.3097,40.9872,131.5478,76.0219,61.1712,115.6743,69.3955,73.8595,36.0121,27.4147,41.2067,242.2091,48.4955,13.4555,31.4968,86.8283,18.5212,23.6176,67.7398,47.0464,157.561,68.3355,54.6975,96.6553,43.5125,67.444,90.183,19.5078,118.7102,59.0112,35.8317,106.0793,14.608,111.0442,81.8756,56.1326,76.6579,48.4875,120.6924,74.5075,51.7546,44.8171,55.9582,37.9281,43.7361
986,147.7888,70.0529,74.1256,75.3782,65.501,113.6746,113.1099,52.9394,95.06,22.6261,46.8392,163.0842,383.0321,23.5221,88.5369,75.2179,40.9121,130.4295,75.738,60.4341,115.7537,69.5867,72.9497,36.3458,26.7542,40.6825,240.4082,48.3572,13.3219,31.4341,85.9591,18.2785,23.443,66.6743,46.6028,155.3784,68.2936,53.8141,97.5764,42.9751,67.5935,89.9687,19.2696,117.4395,58.5541,35.7847,104.5989,14.42,112.9131,81.8128,55.1851,76.0794,48.1678,118.3927,74.1698,51.0907,44.4108,55.1054,37.5042,43.2684
987,147.109,70.334,74.1826,75.5457,66.7865,115.517,114.3696,53.2019,95.947,22.736,46.9393,163.4148,384.2755,23.8366,88.7297,75.8193,41.1464,131.412,75.7537,60.5493,116.8762,70.3065,72.2572,36.5846,26.8627,40.6554,244.2484,48.4619,13.3096,31.432,86.2551,18.3942,23.5099,67.2044,46.7757,156.4405,68.5829,54.2788,98.4155,43.7212,68.4656,89.9107,19.4281,118.9513,58.8707,36.0351,105.3597,14.5251,114.4107,81.9096,55.4444,75.7701,48.1463,118.1692,74.6438,51.3104,44.9083,55.0417,37.3885,43.4211
988,144.2608,69.6744,73.4557,76.0036,66.5376,115.9039,113.7641,52.6053,94.6625,22.5702,46.8042,162.3533,381.6766,23.6149,87.7405,74.479,41.1135,130.8232,74.6858,60.3161,116.5217,69.3994,71.5466,36.5143,26.7667,40.4281,243.186,48.2607,13.2675,31.1258,86.3004,18.2211,23.2602,66.6102,46.4026,155.7901,68.0408,54.0262,97.3993,43.0837,67.7106,89.1536,19.2634,118.0102,58.5044,35.7948,104.8052,14.3663,113.2763,81.7739,55.3268,73.3976,47.7425,117.5975,74.0167,51.1042,44.5128,54.489,36.9945,42.8263
989,143.2745,69.5794,73.8957,77.1388,67.135,115.1229,113.028,52.4737,94.4654,22.9111,46.7766,161.8696,380.6673,23.6522,88.7534,73.983,41.2824,130.7141,74.6399,60.3939,116.3284,69.676,72.2163,36.881,27.0724,40.4706,241.5332,48.4876,13.3641,30.8031,86.4616,18.4561,23.561,67.2064,46.4306,156.8182,67.791,53.9948,94.6022,43.1407,67.3686,89.6163,19.5029,118.383,58.709,36.3063,105.676,14.534,111.6043,81.5635,55.6847,73.1132,47.8479,117.308,74.0506,51.2757,44.5926,54.7367,36.9813,43.4709
990,144.2909,69.739,73.847,76.8503,66.8848,114.2028,112.2331,52.3314,94.4968,22.8927,46.5548,161.7891,379.1098,23.7315,88.7957,73.695,41.1944,130.0231,74.7157,59.68,115.5099,69.3829,71.7021,36.8152,26.9305,40.5258,244.1627,48.4692,13.4123,30.9384,86.586,18.4319,23.705,67.2935,46.3446,156.3036,67.3184,54.2332,94.7957,43.2608,67.4652,89.5102,19.5495,119.7075,58.9323,36.4533,106.2125,14.4125,111.4488,82.0083,55.7706,73.7459,47.664,117.5866,73.754,51.5853,44.7378,54.379,36.8305,43.6154
991,142.5917,69.6129,73.5343,76.4584,66.1572,114.5295,112.2305,52.371,94.5668,22.837,46.3447,161.1562,376.1879,23.5383,87.6322,73.4759,40.8858,129.4183,70.7608,59.224,115.7323,68.8711,70.9419,36.4849,26.8161,40.1898,243.3574,48.019,13.2648,30.8587,86.3597,18.2494,23.3411,66.2685,46.083,154.8825,67.4437,53.6291,96.2432,43.3555,67.0582,89.3094,19.3885,118.0533,58.5673,36.1232,103.9299,14.3385,112.0822,81.8722,55.2857,73.146,47.3843,116.4856,73.1821,51.3407,44.4012,54.3708,36.7825,42.8829
992,144.1387,69.7545,73.9762,76.8746,66.534,115.7227,113.4171,52.8223,95.0841,23.116,46.6777,162.1691,381.452,23.7941,89.037,74.758,41.5555,130.2846,70.1232,59.8422,116.8091,69.896,71.843,37.0137,27.3521,40.5819,245.3248,48.5325,13.4878,31.2286,87.0033,18.5949,23.429,67.4031,46.2214,156.3416,67.8216,54.4295,97.1434,44.0569,67.5673,90.4157,19.682,119.1471,59.132,36.3283,105.4815,14.7575,112.547,83.0918,56.3388,73.752,47.7951,117.1689,73.9826,51.7583,45.0177,55.4505,37.307,43.9559
993,142.3404,69.8826,73.7561,76.9104,66.0382,112.373,113.3677,52.57,94.7869,22.3031,45.6543,160.1093,374.5837,23.7581,86.7937,74.9852,40.77,130.8923,69.9489,58.499,115.9227,65.8647,70.1579,36.0529,26.2523,40.1839,238.2929,48.4721,13.0555,30.6919,84.1229,17.9122,22.9182,65.8426,45.7714,152.9348,67.6569,53.6259,99.4625,42.4597,67.1148,88.5461,19.1551,114.7401,58.3796,36.0326,103.9916,13.9855,113.6556,80.8528,54.2797,73.0239,46.7737,117.573,73.0537,50.4942,43.9566,54.0557,37.1927,42.1434
994,141.0619,69.9478,74.516,77.2856,66.3013,112.7601,113.9654,52.8489,95.1151,22.4283,45.8376,160.1923,376.2875,23.7277,86.9077,74.9748,40.4893,131.6908,70.2298,57.5745,116.7934,66.4293,70.187,35.9314,26.141,39.8201,234.5206,49.2444,13.0306,30.4183,83.6578,17.8896,23.0191,66.5226,46.1824,153.6685,68.1145,53.8153,99.1943,42.6485,66.9904,83.9041,19.1759,115.3278,59.2381,36.2762,105.1591,13.835,114.017,79.7962,54.0725,73.0006,46.0162,118.2796,73.7645,50.4084,44.4536,53.789,37.4379,42.1735
995,141.8561,69.375,74.2622,76.9872,66.2327,112.8654,113.287,52.7151,95.5054,22.5815,45.2939,159.7409,377.7997,23.3804,86.8537,75.5188,41.3769,131.4108,69.9033,56.7998,116.3859,66.5429,70.0777,36.3166,26.0817,39.9407,232.0077,48.4939,13.0359,30.2665,83.5793,17.838,23.0421,66.7567,45.7569,155.3575,67.662,53.9435,99.9141,42.3463,67.0733,83.7535,19.0974,115.7302,58.6422,36.3531,104.7855,14.002,114.6207,79.0474,53.8825,72.7355,45.1393,117.9589,73.5323,50.6913,44.3258,54.4668,37.3075,42.3424
996,143.0401,69.9666,74.6155,76.1806,66.7857,113.1136,111.9233,52.8108,96.1755,22.7086,45.5206,160.1665,380.3627,23.1654,87.2979,76.3554,41.3007,131.3613,70.111,56.449,116.4979,66.9495,70.2213,36.4086,26.262,40.4407,231.7887,48.419,13.1193,30.3428,83.5603,17.8759,23.0884,67.0807,45.9877,156.6347,67.8155,54.3336,100.8433,42.6172,67.2412,83.4522,18.852,117.0069,58.3245,36.4979,105.4729,14.009,115.6477,78.9375,54.6801,73.3013,44.6151,118.141,73.8547,51.2654,44.9541,54.943,37.3077,42.4946
997,142.7231,69.3601,74.1817,76.0128,65.7551,112.7547,111.7167,52.7569,95.9862,22.5738,45.4008,159.0983,377.8646,22.9534,87.0223,76.0864,41.0325,131.3205,69.7388,55.8032,116.2079,66.8466,69.4179,36.1455,26.3825,40.365,232.3189,47.804,13.049,30.332,83.7019,17.7261,22.8771,66.676,45.8559,156.1836,67.5524,54.2085,101.299,42.022,67.1656,82.7982,18.615,117.0442,57.8678,36.3596,104.6158,13.9152,115.7967,78.4641,55.1138,73.2995,44.0632,117.9006,73.5532,51.0089,44.8209,54.4502,37.2751,42.2519
998,145.0902,69.8459,74.4437,77.1245,65.5919,114.3484,112.2175,53.1917,96.5669,22.8853,45.8286,160.4077,380.8391,23.1671,88.498,76.8257,41.7469,132.0114,70.0668,56.6125,117.2244,67.4783,69.8349,36.6991,26.3759,40.9967,234.1389,48.0071,13.1866,30.9704,84.5369,17.8914,23.367,67.9304,46.6144,158.8769,68.2224,54.9676,102.0081,42.7791,67.8767,83.5121,18.8461,118.3249,58.3706,36.5126,105.836,14.1463,116.586,80.1244,56.0505,73.7271,44.4809,117.4087,74.2661,51.6714,45.2823,54.7485,37.7201,42.3914
999,145.1362,70.3376,75.275,77.0194,65.7155,116.2913,112.691,53.644,97.9586,23.3178,46.7254,163.4284,386.9563,23.1274,88.0785,77.7887,42.2216,132.9657,70.9391,57.5377,119.4945,68.9837,69.1533,36.955,26.8444,41.5436,236.1651,48.2082,13.7825,31.0501,85.7691,18.3274,23.8646,68.8779,46.9377,162.1811,68.6203,55.9765,103.433,43.5599,68.1098,83.8368,19.0572,120.572,59.5679,37.6187,107.187,14.5409,119.5605,77.34,57.8479,73.9533,44.8662,117.7324,74.7274,52.4558,45.9217,56.3795,37.8988,43.2512
1000,144.6241,70.5235,75.6931,76.9434,66.0153,115.5564,112.9889,53.8702,98.6064,23.4168,47.1558,164.66,380.8521,22.9868,89.007,77.9932,42.3796,132.9821,70.8035,57.4087,120.5689,69.3499,69.0843,37.3825,27.0866,40.9161,239.1855,48.5501,14.0478,30.4155,86.5732,18.4521,24.1752,69.706,47.0744,163.4876,68.7899,55.9989,104.0474,44.0868,68.714,83.761,19.2184,121.432,58.7692,37.9164,107.3546,14.6948,121.519,76.4988,58.242,69.6144,44.9423,118.1364,74.8454,52.8285,46.1287,57.0134,37.9684,43.4464
1001,143.8949,70.219,75.5749,76.7764,65.247,113.7773,113.0529,54.2325,98.0143,23.3638,47.0189,164.2229,374.8835,22.3334,89.3282,77.6555,42.3476,132.9057,70.3762,56.991,120.1836,69.1535,69.1728,38.1816,26.8314,40.398,236.9393,48.7654,13.7805,29.5044,86.6838,18.353,23.8958,69.3746,46.7219,163.9466,68.8782,55.5644,103.9456,43.7218,68.2968,83.5778,19.0565,121.5348,57.7727,38.024,106.5621,14.5623,120.6734,76.138,57.8447,68.8636,44.749,117.9291,74.4533,52.9961,45.8722,56.7517,37.8228,43.0725
1002,149.1499,70.1552,75.4017,76.9591,64.5252,112.3398,111.9218,53.8358,96.9291,22.8835,46.3613,163.966,373.4928,21.8816,88.258,77.4679,41.6979,131.8587,70.0123,56.2733,120.0651,67.9169,69.1408,37.7095,26.229,39.8792,233.4038,48.6913,13.5483,29.027,85.8452,17.9554,23.6257,68.0076,46.2161,162.7641,68.2195,54.6649,103.4701,42.9253,67.9217,82.7827,18.6132,120.1893,57.2976,37.5524,105.001,14.3862,119.8848,75.7861,57.0692,68.0883,44.4947,117.4988,73.8866,52.6814,45.3833,55.9695,37.4218,42.1544
1003,151.5486,70.0354,75.0956,76.3248,64.3354,111.8091,112.2968,53.8065,97.0268,22.6947,46.2256,163.9018,373.8754,21.3804,87.2883,79.2683,41.2956,131.2577,70.4269,55.9142,120.9825,67.5929,69.1415,37.3947,26.1788,39.7697,229.8702,48.6446,13.496,28.9332,84.7651,17.9813,23.7152,67.4692,46.4303,162.5455,67.9295,54.2524,103.4928,42.6197,69.8195,83.1384,18.7331,120.2761,57.08,37.362,104.8942,14.4091,120.1888,76.0093,56.8523,67.5458,44.6224,117.5584,73.4326,52.5882,45.3483,56.1402,37.4296,42.1535
1004,155.3312,67.6653,75.3612,76.9299,64.4478,113.4334,111.5552,53.6077,97.415,23.0069,46.2257,164.0455,373.1081,21.1849,87.9049,78.8693,41.5734,128.6022,70.2106,56.4203,121.3832,68.2946,69.2328,37.8459,26.2953,40.0642,231.1305,48.6107,13.6174,29.4755,85.4019,18.12,23.9601,68.8834,46.3068,164.125,67.5995,54.556,103.4607,42.9289,70.8726,83.6583,18.844,121.5715,57.6088,36.9691,106.0013,14.5617,119.7995,76.5995,57.3344,67.0432,45.1226,116.9091,73.8229,53.2414,45.7618,56.2881,37.8752,42.698
1005,155.542,67.6409,77.5049,76.5056,64.1547,119.7264,111.934,53.9318,97.4026,22.6494,45.7265,162.7723,370.5991,21.125,86.367,78.0724,39.624,130.2755,70.4657,55.8341,121.7504,67.3136,68.2207,34.5834,25.9164,39.8613,230.3991,48.1229,13.2808,29.4853,84.5481,17.7825,23.7693,68.5059,46.1266,161.9271,69.3793,51.5625,103.9693,42.0869,70.6776,82.7174,18.5881,119.8783,57.3873,37.0985,104.4537,14.2908,120.1496,75.772,56.6856,66.1936,44.7893,117.4823,73.6159,52.9716,45.8091,55.7079,39.1533,41.8268
1006,158.1183,68.6028,77.6393,78.0129,64.9218,121.0222,113.7238,54.0078,98.0376,23.2227,46.5049,163.7285,376.4902,21.3669,87.6717,78.0135,40.2439,131.3949,71.3046,57.5108,120.1475,68.3528,69.3136,34.8665,26.4844,40.2929,239.2846,47.3589,13.5249,30.7548,86.7829,18.2544,24.3506,69.7438,46.5863,163.787,70.33,51.9646,106.0269,44.1179,70.3976,84.3112,18.877,121.9717,59.2316,37.1708,106.2776,14.5908,122.4836,77.3417,57.8368,67.7248,45.6779,117.8742,74.3832,53.7443,46.9074,57.0183,38.5473,43.0381
1007,157.9983,68.8723,77.9838,77.856,64.8745,122.9276,113.9872,54.033,97.5215,23.2002,46.4623,163.4173,377.3523,21.5334,87.668,77.7325,39.718,131.6352,70.9408,57.8308,119.5617,68.4893,69.1354,34.7907,26.7175,40.1154,241.3499,47.5112,13.5337,30.5936,86.9751,18.3145,24.3842,69.2759,46.4451,163.4982,70.1269,51.8842,106.6345,44.6753,69.7659,84.4548,18.8673,122.3789,59.479,37.0348,106.092,14.6563,122.6005,77.2677,57.7986,67.5044,45.7391,117.539,74.3434,53.4816,46.9263,56.8383,38.8907,43.1311
1008,160.1938,68.9527,78.2804,77.8316,64.9472,123.333,114.2464,53.9528,97.2736,23.0306,46.457,163.059,377.4042,21.5171,87.7942,79.4696,39.8317,130.8441,70.3698,57.4152,119.2351,68.2512,68.7226,35.1989,26.5215,40.0077,240.2449,47.4586,13.4595,30.4361,86.8309,18.1525,23.7182,69.3394,46.3785,162.8336,69.8563,51.8743,107.774,44.8458,69.3225,84.2665,18.6904,121.9082,59.7065,36.95,106.5111,14.7069,126.2486,77.3933,57.5519,67.4514,45.5242,117.7853,74.2844,53.2727,47.0992,56.5142,39.0814,42.924
1009,160.5863,69.4869,78.0087,77.5942,64.8308,121.5473,114.1534,53.9481,90.6039,22.5859,45.7085,162.7742,374.8662,21.2672,87.451,77.5678,39.4489,130.8779,70.4248,56.3628,116.6198,67.3888,68.0905,34.8818,25.8971,39.7241,237.5042,47.1308,13.2959,30.3139,85.7596,17.712,23.3478,68.3811,46.2476,162.2266,70.2222,51.4178,106.8048,43.8639,68.9541,83.6694,18.4509,121.2759,59.6649,36.9719,105.0828,14.3738,125.1544,76.7884,56.7228,67.5781,45.078,117.7647,73.8913,52.8508,46.6869,55.5996,39.0674,42.0981
1010,163.5216,69.9485,78.164,78.1452,65.3296,123.3994,114.9379,54.5992,91.3514,23.0034,46.2749,163.9201,378.3071,21.1991,88.2335,77.9319,40.0113,131.8232,69.8819,57.1608,118.4013,68.659,68.8719,35.7842,26.1521,40.3776,241.2703,47.4648,13.5271,31.2654,86.9577,18.0734,23.8833,69.79,46.2397,164.2451,70.6226,52.4862,107.348,44.7465,69.1935,85.1321,18.6763,122.3564,60.465,37.2421,108.1544,14.8538,125.9043,77.8352,57.7125,68.4162,45.4846,118.6804,74.4116,53.4221,47.4404,56.4058,39.4668,42.9713
1011,166.8726,69.9947,78.8675,78.4733,65.605,124.057,115.5554,55.0589,92.5091,23.0836,46.5737,164.0738,382.3573,21.0384,88.4529,77.735,40.0167,132.7495,70.8627,57.5584,118.9877,69.0981,68.9598,35.5841,26.4537,40.7819,242.7317,47.7091,13.5901,31.9393,87.1068,18.2328,23.9805,70.4776,46.4713,165.2929,71.0401,52.9839,107.9528,44.6789,69.6353,85.5147,18.7633,123.1256,60.7748,37.5769,108.7065,15.028,126.1775,77.8948,57.8269,69.1873,45.547,119.706,74.9384,53.657,47.4936,56.8771,39.7957,43.4392
1012,167.6132,70.4807,79.4271,78.9073,66.0911,126.1724,115.7946,55.5774,94.3066,23.4168,47.1962,165.5883,385.1233,20.9537,89.1439,78.7798,40.7332,133.5744,71.7002,58.839,121.0868,70.0265,69.6667,36.2715,26.7975,41.4235,246.59,48.1413,13.8489,32.0532,88.2612,18.5104,24.3333,71.1794,46.743,167.2453,71.498,53.7202,108.854,45.3597,70.4629,86.366,18.8801,124.7603,61.9874,37.5831,109.7742,15.2219,126.3702,79.3066,58.3102,69.5569,46.1082,119.2818,75.81,54.2102,48.1823,57.1988,40.1147,44.2811
