,AES,LNT,AEE,AEP,AWK,CNP,CMS,ED,D,DTE,DUK,EIX,ETR,EXC,FE,NEE,NI,NRG,PCG,PNW,PPL,PEG,SCG,SRE,SO,WEC,XEL
975,11.8298,37.6624,51.848,62.8418,73.1018,24.4249,41.7596,72.9045,76.3311,98.2258,76.9555,71.4868,73.0087,35.6426,31.6009,119.0551,22.206,12.6007,60.8131,76.9183,34.4885,43.6318,74.1214,103.4826,48.9926,58.029,40.6982
976,11.9435,37.7857,52.1483,63.1808,73.56,24.7481,41.7661,73.4308,76.428,98.6401,77.3131,71.9992,73.2443,35.5589,31.2694,119.3544,22.1576,12.5697,61.0366,77.0972,34.5301,43.7841,74.4896,103.2099,49.1921,58.3535,40.9443
977,11.9994,37.8056,52.2016,63.0714,73.2663,24.7525,41.7161,73.4113,76.5772,98.5183,77.3004,72.111,73.1644,35.3204,31.6753,118.8496,22.3579,12.4563,61.3181,77.3096,34.5984,43.7636,74.482,102.2845,49.3771,58.616,41.0164
978,11.8149,37.7745,52.1845,63.1564,72.5057,24.8038,41.5163,73.357,76.428,98.4896,77.7055,72.0615,73.091,35.378,31.2518,118.8015,22.385,12.1841,61.23,77.5046,34.3663,43.6123,74.4244,102.0435,49.2267,58.6148,40.6007
979,11.7544,37.8479,52.4328,63.135,72.8403,24.812,41.658,73.5707,76.5578,98.793,77.5832,71.9678,72.9258,35.284,31.2614,119.046,22.3267,12.3061,61.1831,77.6068,34.2684,43.6507,74.6779,101.7707,49.3373,58.7137,40.6775
980,11.839,37.9249,52.5143,63.0354,72.9741,24.7568,41.6233,73.6578,76.6595,98.5543,77.4379,71.8203,72.9358,35.2755,31.1947,119.0913,22.2179,12.5634,61.0727,77.7752,34.2029,43.7539,74.384,100.9823,49.2905,58.4821,40.6876
981,11.7133,37.596,52.0651,62.5833,72.4103,24.5079,41.4606,73.2617,76.5503,98.09,77.2191,71.2745,72.1975,35.2644,30.9746,118.919,22.0099,12.4779,60.2794,77.0495,33.9948,43.5534,73.3607,100.2799,49.0231,58.1176,40.4639
982,11.7142,38.0603,52.4379,63.1118,72.4677,24.691,41.7429,73.8786,77.0488,98.6222,77.8897,72.1159,73.2723,35.6759,31.1006,119.7489,22.1714,12.4496,60.9112,78.0401,34.1834,43.9683,73.3945,100.9511,49.2554,58.6597,40.8243
983,11.6577,37.9934,52.5199,63.0577,72.4792,24.6812,41.7093,73.8468,76.7524,98.6639,77.7747,72.1411,73.4611,35.5492,31.0592,119.7257,22.1782,12.3293,60.848,78.0775,34.1159,43.9397,73.3108,100.7059,49.291,58.7784,40.8129
984,11.6143,37.8861,52.3124,62.6705,72.0816,24.563,41.4216,73.3697,76.2454,98.2719,77.6154,71.6573,72.8831,35.162,30.7976,118.5223,22.1446,12.2805,60.3512,77.4033,34.0027,43.3976,73.296,100.9583,48.9936,58.4012,40.5931
985,11.6084,38.1591,52.5378,62.9935,72.6847,24.9018,41.7796,73.6607,76.2055,98.5772,77.8828,72.2487,73.2781,35.505,31.0694,119.3058,22.423,12.8346,60.564,77.6688,34.2175,43.7123,73.3558,102.1252,49.0624,58.9064,40.8192
986,11.373,38.0568,52.5031,63.0746,72.747,24.8219,41.8662,73.5897,75.8899,98.4409,77.5454,72.187,72.8646,35.4828,30.8366,118.7335,22.6158,13.178,60.7912,78.2469,34.1774,43.67,72.6159,101.5725,48.9735,58.7856,40.7795
987,11.7097,37.8551,52.9405,63.0884,72.8129,25.2711,42.0476,73.7675,76.7087,98.7098,77.5704,71.7728,73.2189,35.8729,31.0177,118.6788,22.4249,13.189,60.9928,78.3994,34.4103,44.0386,71.8851,102.5305,48.9926,58.8019,40.8837
988,11.6244,37.4159,52.2039,62.4661,71.6576,25.0049,41.7332,72.9837,76.028,98.1016,76.8105,71.2117,71.6338,35.5133,31.0457,118.5115,22.1171,13.3588,60.5164,77.5215,34.3948,43.7148,71.1257,101.8774,48.6671,58.2235,40.4667
989,11.373,37.2086,52.1,62.2099,70.7905,24.94,41.4925,72.5438,75.4342,97.5342,76.5403,71.1103,71.2508,35.1788,30.4357,118.3352,21.9811,13.5069,60.1477,77.2205,33.9541,43.4273,70.6978,101.0996,48.414,57.9844,40.2463
990,11.6067,37.6504,52.1585,62.8495,70.6397,25.3215,41.8016,72.8845,75.6076,98.1446,76.8499,71.9554,71.628,35.3231,30.6877,119.0623,22.0824,13.891,60.7985,77.6137,34.1708,43.9983,71.3469,101.8143,48.6379,58.3671,40.5477
991,11.6497,37.5419,51.9638,63.1414,70.4623,25.3,41.819,73.2796,75.2991,98.1949,77.3607,72.2497,71.6723,35.3768,30.7142,119.3158,21.8929,14.2204,60.4453,77.4913,34.4742,43.9209,71.8281,101.7312,48.9287,58.6579,40.757
992,11.6659,37.4333,51.9186,63.0332,70.745,25.3343,41.9065,73.3674,75.0367,98.2561,77.1042,71.9636,71.5781,35.4298,30.5622,118.743,21.9423,14.5156,60.5297,77.2318,34.3455,43.9641,71.8909,101.6312,48.6727,58.6562,40.631
993,11.926,37.7635,52.4395,63.7624,71.893,25.5505,42.2694,74.4325,76.0926,99.0413,77.4789,72.5751,72.2056,35.8798,31.1116,119.9967,22.3294,15.4652,61.5826,77.9931,34.6159,44.4396,72.5152,103.152,49.509,59.304,41.1268
994,11.9391,37.7171,52.4312,63.6329,72.3824,25.6719,42.2878,74.4195,76.2894,99.0267,77.6286,72.4369,72.0396,35.7607,30.8723,120.2722,22.4645,15.2653,61.5558,77.9988,34.6086,44.2429,72.4062,103.8758,49.6836,59.4083,41.3181
995,11.7931,37.3922,51.9529,62.9247,72.0309,25.4889,42.1097,73.6096,75.7054,98.1497,77.2011,71.8691,71.2195,35.7537,30.3788,119.4385,22.3462,15.4514,61.2441,77.2623,34.3022,43.7915,71.3074,102.4191,49.1698,58.6553,41.0714
996,11.4901,37.363,52.0329,62.828,71.9133,25.541,42.2564,73.1928,75.7408,98.4349,77.3107,71.9104,71.0284,35.7266,30.0792,119.1829,22.459,16.0457,61.285,77.0724,34.3173,43.7704,70.888,102.2594,49.0409,58.4856,40.9809
997,11.2769,37.1419,52.0771,62.836,71.843,25.4374,42.3083,73.0177,75.5898,98.1424,77.1805,71.8362,70.9113,35.4666,29.8031,119.0293,22.2621,16.1401,61.2021,77.1932,34.4004,43.4026,70.4793,102.2327,48.9942,58.4791,40.9299
998,11.4715,36.8996,52.0211,62.7164,71.7973,25.6472,42.0446,72.7885,75.4998,97.9406,77.1021,71.9227,70.5994,35.2098,29.6275,118.8673,22.231,16.4115,60.9135,77.464,34.569,43.52,69.7637,102.6278,48.6921,58.3772,40.7488
999,11.4067,36.8999,51.8893,62.5986,71.6645,25.9363,41.8412,72.5789,75.7202,97.648,76.931,71.7392,70.4585,35.327,29.8029,118.8132,22.185,16.4575,60.7318,77.1494,34.5175,43.371,69.5016,102.4352,48.4165,58.2295,40.7094
1000,11.3211,36.9308,51.9665,62.4439,72.0411,25.9208,41.8574,73.0325,75.7068,98.1131,76.9506,71.8698,70.4525,35.3368,29.8031,118.5196,22.242,16.4761,60.8096,77.0013,34.4369,43.3335,68.9068,102.2379,48.5589,58.1771,40.8792
1001,11.361,36.7823,51.8567,62.8581,72.2184,25.9938,41.8245,73.1414,75.4458,97.3385,76.9397,71.9886,70.4765,35.1379,29.9058,120.9241,22.0498,16.4559,60.6904,76.8715,34.2696,43.0765,68.5651,101.4943,48.518,58.2355,40.7789
1002,11.2057,36.8251,51.6383,63.046,71.871,25.7485,41.9467,73.139,75.2192,97.0678,77.0525,71.7681,70.4154,34.9539,29.7512,122.4142,21.8096,16.1577,60.5223,76.228,34.2371,43.1097,68.069,100.4459,48.4695,58.1015,40.6929
1003,11.4412,37.5335,52.3566,63.8287,73.1307,26.1158,42.467,74.2296,75.9884,98.3428,78.2377,72.517,71.4724,35.6934,30.2515,123.6104,22.2264,16.4749,61.5491,77.2703,34.7451,44.0562,68.397,102.1109,49.2867,58.7955,41.1565
1004,11.2515,37.0727,51.8982,63.2909,72.0153,25.9676,42.0182,73.4655,72.5538,97.8939,77.5284,71.821,70.7066,35.3763,29.9219,122.7419,22.0246,16.3638,61.0532,76.8605,35.0304,43.5236,68.1489,101.4401,48.5387,57.6804,40.7611
1005,11.293,37.3232,52.3405,63.5239,72.7409,26.0931,42.6506,74.1151,71.5053,98.8489,77.6251,72.2152,71.1599,35.7338,29.8042,123.0085,22.0653,16.5733,61.7157,77.6138,35.1912,43.3952,68.9875,102.1894,48.7993,56.8127,41.0924
1006,11.3664,37.7763,52.7255,64.0549,72.3947,26.2938,42.7099,74.2613,71.6048,98.9159,77.7281,72.4804,71.8042,35.7933,29.8313,124.3032,22.262,17.1933,61.662,78.2072,35.4539,43.727,69.5934,102.8622,48.9105,57.6168,41.5026
1007,11.2831,37.7021,52.7174,63.8976,72.1408,26.1449,42.5327,74.3258,72.1203,98.2054,77.5943,72.6749,71.8573,35.8216,29.9614,123.8118,22.3054,16.6226,61.6427,77.992,35.3908,43.5423,69.5459,102.5538,48.8491,57.5769,41.4621
1008,11.44,37.6994,52.6698,63.7828,72.0891,26.1604,42.5234,74.4328,72.1163,98.3841,77.6577,72.8448,70.6204,35.9643,29.9171,124.1859,22.1939,16.3452,61.7512,77.9023,35.3647,43.4393,69.435,102.4759,48.7312,57.8448,41.6332
1009,11.5222,38.0334,52.974,63.7021,72.8649,26.3286,42.8091,75.0598,73.2062,98.5902,78.4033,74.7107,71.1392,35.5821,29.9587,125.9984,22.143,16.3513,63.1924,78.472,35.5776,43.5921,70.119,104.0751,49.1684,58.2578,41.9958
1010,11.4702,37.7776,52.8198,63.5886,72.7825,26.4263,42.8076,74.5546,72.2517,97.2084,77.9449,74.721,70.961,34.8283,29.8434,124.8495,22.2274,16.3708,62.9309,78.2612,35.4479,43.2261,69.5196,103.8503,48.9398,58.0966,41.8334
1011,11.5572,37.7835,52.8652,63.8958,73.2033,26.4835,42.8904,74.7082,73.0244,97.1795,77.9539,74.9683,71.396,34.8894,30.3222,125.2448,22.3784,16.5826,63.2333,78.5085,35.4933,43.2958,69.1388,104.1687,49.0035,57.4815,41.8427
1012,11.6465,37.8775,52.9656,63.8005,73.2304,26.5762,43.0161,74.2043,73.6074,97.773,78.4534,75.3956,71.7564,35.0333,30.5228,125.8481,22.4523,16.7569,63.5495,78.6035,35.6292,43.6119,69.7873,104.9694,49.1091,57.7047,41.9687
1013,11.5052,37.6326,52.5298,63.2346,72.8483,26.0595,42.8252,73.6401,73.0963,98.1075,77.9198,75.2603,70.8912,35.2496,30.3123,125.614,22.2418,16.6891,63.2089,78.0304,35.4521,43.3516,67.3843,104.2185,48.5736,57.2813,41.6759
1014,11.4977,37.3477,52.3558,63.0302,72.6008,25.9632,42.5884,73.3649,72.2494,97.6457,76.599,74.7213,70.3967,35.0912,30.3138,124.9165,22.1035,17.4734,62.7093,77.5983,35.3487,43.0287,66.8394,103.8664,48.1687,56.8716,41.4269
1015,11.5878,37.8301,52.8558,63.5557,73.358,26.2469,43.0421,73.9849,73.0881,98.5254,78.5726,75.6118,72.3184,35.333,30.5281,125.9326,22.507,17.1901,63.3786,78.3028,35.6072,43.5344,67.4256,105.4842,48.1256,57.3117,41.8017
1016,11.4429,37.9638,53.2021,63.9065,73.7207,26.3912,43.1279,73.1905,73.3559,98.041,78.3219,76.1649,73.3547,35.4182,30.8861,126.6861,22.659,16.992,63.834,78.5221,35.5624,43.4793,65.7405,105.5179,47.8911,57.3501,41.9085
1017,11.736,38.3133,53.7478,64.5525,74.1493,26.5827,43.4258,74.103,74.5692,98.6978,78.873,76.8818,73.7681,35.866,31.2297,127.9213,22.9203,17.1583,64.3741,79.4628,35.9343,44.1185,66.4295,106.2632,48.0331,57.8954,42.2478
1018,11.6836,38.5875,53.8556,65.0875,74.6403,26.5258,43.7104,74.8527,75.0818,98.9731,79.6755,77.1903,73.5511,35.6254,30.6477,128.2198,23.0284,16.8347,64.686,79.6541,36.1563,44.2174,67.6441,106.9956,48.7328,58.2691,42.5233
1019,11.728,39.0064,54.0527,65.8449,75.3916,26.8026,44.1334,75.7047,75.9983,99.9313,80.6071,77.8169,74.9016,35.972,31.3894,129.0876,23.6237,17.1054,65.3105,80.4404,36.4677,44.3163,68.8137,108.4778,49.5468,59.1567,42.8144
1020,11.8625,39.3536,54.3881,67.008,76.2562,26.9132,44.6014,76.5011,76.8497,100.9514,81.8824,78.7036,75.5623,36.8539,32.1376,130.3475,23.9524,17.4109,66.0712,81.3506,36.695,45.2228,68.8468,108.9404,50.3623,59.5521,43.3319
1021,11.3333,39.1444,54.1725,66.7064,76.4636,26.8785,44.4075,76.4801,76.8436,100.6029,81.9051,78.978,75.3815,36.6085,31.9667,129.7935,23.8615,16.9756,66.0829,81.18,36.6108,45.4723,68.6377,108.8157,50.3027,59.4762,43.3283
1022,11.4752,39.405,54.6202,66.9069,77.8678,27.072,44.5121,76.9682,77.5318,101.267,82.3604,79.6884,76.3649,36.6631,32.2886,130.8467,23.9127,16.5109,66.6873,82.0012,36.8796,45.8979,69.2641,110.0112,50.6565,59.9881,43.6483
1023,11.3886,39.1379,54.7234,66.295,77.7498,27.6432,44.127,76.3357,76.1738,101.0536,81.9832,79.48,76.097,36.1925,31.587,129.5412,23.904,16.8774,66.1022,82.1861,36.734,45.4347,68.7502,109.8895,50.2208,59.9283,43.4777
1024,11.5479,39.2671,55.1201,66.5276,77.776,27.7745,44.4486,76.9458,77.0825,101.5408,82.2496,80.0131,75.7456,36.3708,31.7594,130.7518,24.0882,17.1625,66.2661,83.2326,36.8319,45.6846,69.7299,109.7737,50.2068,60.2139,43.7833
1025,11.4762,39.1162,54.8024,66.3435,77.4429,27.784,44.2598,76.654,76.4823,101.0259,81.7412,79.3279,75.3202,36.1962,31.5456,130.5112,23.7704,17.1166,65.8482,82.9201,36.6041,45.3826,70.4045,109.0558,50.2931,59.2186,43.6193
1026,11.5463,39.2414,54.9223,66.3834,77.2685,27.8907,44.347,76.7766,76.316,101.4912,81.8776,79.327,75.05,36.1379,31.3382,130.5412,23.603,17.2221,65.8405,83.0326,36.692,45.243,70.3956,109.46,50.3246,59.1386,43.6489
1027,11.3613,39.3199,54.8249,66.2784,77.0352,27.9629,44.4463,76.6852,76.1505,101.6199,81.8016,79.3119,75.0308,36.149,31.1567,130.6861,23.532,17.1821,66.1965,82.6437,36.7452,44.9908,69.9441,110.5953,50.3667,59.3351,43.8171
1028,11.1262,38.5624,54.1996,65.2999,75.647,27.5098,43.7714,75.6661,75.0657,100.2444,80.5212,78.1953,73.5978,35.7355,30.9088,129.4947,23.14,16.9713,65.2501,81.2337,36.01,43.9983,68.0656,108.799,49.7891,58.4558,43.1058
1029,11.0936,38.4103,54.2999,65.0691,75.3958,27.4394,43.8004,75.3568,75.0675,99.9395,80.2665,78.1471,73.1233,35.8001,31.2058,129.1565,23.0959,17.6278,65.2797,80.9908,36.0918,44.0376,67.7058,108.3652,49.6644,58.3027,43.1218
1030,11.1121,38.4982,53.7323,65.2454,75.7301,27.6394,44.0185,75.7309,75.4375,100.2038,80.5072,78.5982,73.5265,35.8796,31.1858,129.6369,23.2709,17.7598,65.474,81.429,36.2364,44.335,67.4189,109.0896,49.5148,58.5494,43.335
1031,11.0505,38.6949,54.0862,65.6749,76.1115,27.6459,44.152,76.1622,76.0005,100.4633,80.7975,78.9892,73.8507,35.9191,31.0909,130.1711,23.4209,17.4743,65.6152,81.6406,36.3516,44.4564,67.5595,109.6949,49.673,59.0753,43.1692
1032,11.0116,38.8173,54.062,65.7336,76.0629,27.4702,44.1723,76.3917,76.4021,100.4009,80.8632,78.2191,73.9449,35.6743,30.8991,130.4654,23.3951,17.0115,65.6696,81.6859,36.3779,44.4441,67.4614,109.2288,49.8334,59.1956,43.2312
1033,11.2546,39.4949,54.6549,66.4856,76.7769,27.9341,44.8577,77.4509,77.5401,102.0881,81.7013,79.3737,74.8961,36.2005,31.4311,131.6925,23.6053,17.4157,66.5173,83.158,36.8291,45.1233,68.3659,111.0303,50.4676,60.1297,43.9639
1034,11.2884,39.2149,54.4284,66.0995,76.0186,27.6185,44.478,76.6199,76.9457,100.3636,81.6116,79.2137,75.015,36.0011,31.1312,130.2833,23.4038,17.7243,66.1526,82.7211,36.7131,44.5242,67.8138,110.1655,50.2142,59.7487,43.6423
1035,11.4174,39.5395,54.9031,66.4336,76.1582,27.6859,44.6604,76.6708,77.1211,100.8636,81.8397,79.5438,75.3841,36.0696,31.3474,130.4379,23.4776,18.195,66.4949,83.2074,36.9707,44.7511,67.9304,110.7869,50.6282,60.034,43.8223
1036,11.2329,39.2206,54.7116,66.2068,75.8657,27.514,44.2893,76.2112,76.8787,100.2842,81.1379,78.8235,75.0876,35.5988,31.0283,129.9423,23.288,18.2515,66.1844,82.5779,36.8185,44.1791,67.5754,110.3027,50.4087,59.7639,43.6088
1037,11.2533,39.5169,55.2434,66.7539,76.3121,27.6253,44.7543,77.0783,78.0918,101.3087,82.3127,79.3306,75.5728,35.7554,31.1919,131.4626,23.4702,18.302,66.9904,83.3213,37.3166,44.4451,67.9363,110.9113,50.8071,60.4962,44.1018
1038,11.177,39.8594,55.9665,67.4159,77.1848,27.749,45.2263,78.1107,78.8122,101.9445,82.8607,79.9267,76.8593,36.2901,31.5045,132.3298,23.7948,18.0184,67.4967,83.7886,37.626,45.1475,67.7143,111.9125,50.9395,60.8269,44.5122
1039,11.219,39.9412,56.2173,67.6525,76.7482,27.8539,45.2411,78.16,78.4401,101.8123,82.8264,80.1585,76.6848,36.0843,31.2995,132.2916,23.885,18.1529,67.741,83.7994,37.7246,45.1833,67.0039,112.0202,50.5752,60.8479,44.6513
1040,11.2367,40.097,56.236,67.8017,77.0127,27.8443,45.2999,78.4061,78.3506,102.1122,83.0127,80.6859,76.7777,36.1566,31.37,132.7568,23.8598,18.1842,67.9381,84.1199,37.6519,45.1873,67.0158,112.3493,50.4316,61.0908,44.7934
1041,11.1221,40.0354,56.1074,67.6271,76.8585,27.7254,45.1209,78.4924,77.9646,101.9267,82.7623,80.4703,76.4186,35.8644,31.297,131.3454,23.7766,18.1217,67.219,84.1918,37.5502,44.804,66.5002,111.6415,50.3219,60.9486,44.7526
1042,11.2241,40.0505,55.4387,67.6855,76.9902,27.6167,45.0647,78.397,78.0037,101.708,82.7451,80.6989,76.323,35.5729,31.421,131.1977,23.6884,18.0552,67.2094,84.1195,37.5555,44.4893,66.2601,111.8884,50.1221,61.041,44.8027
1043,11.3028,39.9695,55.1594,67.4511,77.0925,27.8774,44.8893,78.188,77.7044,101.7735,82.4945,79.7846,76.2774,35.8784,31.6894,130.6568,23.6892,18.7355,66.6953,83.5216,37.4266,44.1621,65.1186,111.406,49.9068,60.9584,44.5324
1044,11.1232,39.5994,54.6489,67.0725,76.6832,27.5015,44.5556,77.6644,77.267,101.1968,81.8976,79.3845,75.768,35.6233,31.3522,128.4399,23.5882,18.3598,66.279,83.148,37.2373,43.8899,65.4652,110.3669,49.5871,60.3495,44.2276
1045,11.2038,39.6637,54.6847,67.2688,77.7238,27.5848,44.774,77.786,77.7189,102.0513,82.1488,79.7425,76.0454,36.1027,31.8097,128.6213,23.8007,18.6953,66.4771,83.5039,37.4532,44.3414,65.4871,110.6783,49.8347,60.7024,44.491
1046,11.1496,39.5082,54.4059,66.9517,77.1083,27.481,44.6815,77.6599,77.3347,101.5144,81.9735,79.703,75.5123,35.7153,31.3952,128.2755,23.6261,18.5798,66.4204,83.3272,37.0937,44.16,65.5781,109.7731,49.7615,60.4697,44.256
1047,11.206,39.7968,54.7458,67.2627,77.6274,27.7099,44.8996,77.9261,77.6612,102.205,82.3473,80.022,75.7617,36.1157,31.6087,129.3412,23.6795,18.873,66.8096,83.667,37.2861,44.218,66.1565,110.4008,49.9966,60.6582,44.456
1048,11.1977,39.799,54.858,67.5888,78.1712,27.7956,45.0859,78.1753,77.8432,102.8889,82.6941,80.3749,76.0237,35.9826,31.7339,130.2729,23.7338,18.8174,67.2471,83.8909,37.4125,44.3546,66.6457,109.2372,50.222,61.0017,44.6826
1049,11.1951,39.8369,54.73,67.6234,77.813,27.8428,45.0872,78.2419,78.1384,102.9131,82.602,80.4645,75.8784,36.1704,31.7431,129.7143,23.8207,18.8538,67.355,84.2574,37.3875,44.6372,66.3178,109.4069,50.0883,60.8709,44.5959
1050,11.0963,39.7989,54.6681,67.4617,78.0973,28.005,45.1302,78.089,77.9923,103.1053,82.5251,80.4748,76.1751,36.1552,31.4644,129.3283,23.7544,18.6116,67.1092,84.439,37.4,44.9011,65.7552,110.0929,49.866,60.6545,44.5225
1051,11.1005,39.6701,54.6292,67.4121,77.9062,27.9646,45.1227,77.9386,77.7263,103.121,82.2678,80.0193,75.8805,35.8087,31.4856,129.2885,23.7275,18.7283,66.9788,84.6326,37.2444,44.577,65.4478,110.5082,49.6835,60.495,44.468
1052,11.2558,39.6691,54.7335,67.3606,78.2346,27.9004,45.2692,77.8716,77.5726,103.0795,82.1772,79.9557,76.3785,36.0657,31.4679,129.2574,23.8128,18.647,66.9353,84.829,37.3347,45.1703,65.2714,110.3207,49.3754,60.579,44.5392
1053,11.3398,39.815,55.2099,67.5867,78.6373,27.9978,45.53,78.3237,77.7703,103.7413,82.499,80.535,76.742,36.071,31.5146,130.0241,23.8858,18.6465,67.352,85.0961,37.62,45.3768,65.9406,111.0926,49.5022,60.88,44.7774
1054,11.3506,39.6621,55.0166,67.6378,78.6322,28.0133,45.2736,78.4955,77.6384,103.5808,82.5846,80.4794,76.9213,36.0249,31.3716,130.8264,23.7921,18.5194,67.1861,85.2182,37.6612,45.6984,65.8942,111.4973,49.5054,60.7881,44.8547
1055,11.3985,39.8253,55.339,67.7092,79.0401,28.1466,45.4602,78.7401,77.8635,104.1515,82.8493,80.5998,77.1149,35.9258,31.3059,130.8585,23.9309,18.396,67.3572,85.628,37.8318,45.6103,66.1655,111.7385,49.706,60.8471,45.021
1056,11.3898,40.0781,55.3955,67.9265,79.422,28.3308,45.6506,79.0433,77.9618,104.3674,82.8914,80.933,77.0042,35.8741,31.4253,131.7908,24.1503,18.4585,67.522,86.028,38.1305,45.3712,66.5932,112.259,49.9425,60.9832,45.1056
1057,11.3562,39.8297,54.9239,67.6764,79.2563,28.0517,45.1831,78.7363,77.3553,103.8646,82.3375,80.6057,76.3562,35.5924,31.0029,131.3324,24.2063,18.1132,67.498,85.506,37.7927,44.5933,66.5947,111.8809,49.7375,60.504,44.775
1058,11.3583,39.618,54.3549,67.2542,78.9461,27.8696,44.6717,78.1483,77.1142,103.264,81.8064,80.1652,75.7103,35.0289,30.6975,130.2961,24.0836,17.3947,67.008,85.0581,37.6825,44.3179,66.0939,112.0596,49.5883,59.7742,44.4913
1059,11.369,39.981,55.0166,67.8371,80.193,28.1423,45.1493,78.9604,77.6976,104.0208,82.3486,80.6115,76.4062,35.1192,30.6729,133.0245,24.1997,17.0882,67.3301,85.6971,37.9652,44.5411,66.3128,112.6701,49.9936,60.3541,44.8506
1060,11.5153,39.9445,55.2795,67.8186,80.6995,28.2597,45.3041,79.1528,77.913,104.1484,82.372,80.783,76.3057,35.3975,30.5006,132.6073,24.2057,17.3317,67.5776,85.9187,37.9674,44.8457,66.4628,113.1759,50.0506,60.5198,44.922
1061,11.5855,39.9154,55.0549,67.8121,80.8647,28.3274,45.441,79.2391,77.6223,104.1936,82.5294,80.7578,76.5103,35.0609,30.6201,132.5916,24.3303,17.0307,67.5913,86.1285,38.0503,44.7546,66.69,113.4047,50.0544,60.5738,44.9317
1062,11.4877,39.5287,55.3155,67.8015,80.1634,28.3674,45.5137,79.315,77.6474,104.7247,82.7992,80.462,76.2368,35.1238,30.8077,133.2453,24.1516,17.2797,67.2432,86.3021,38.0923,44.6478,67.1254,113.2534,50.0854,60.6629,44.9363
1063,11.3643,39.7831,55.1327,68.1084,80.6846,28.6865,45.6281,79.7117,77.6989,105.2972,82.992,80.4999,76.7495,34.9431,30.58,133.5705,24.3415,16.9205,67.3597,86.0272,38.1308,44.5821,67.2768,113.4848,50.152,60.8792,45.1961
1064,11.3035,39.3887,54.7423,67.9759,79.7992,28.5326,45.4107,79.2697,77.4512,104.6558,82.5328,80.1387,76.245,34.6992,29.8424,133.5833,24.2341,16.979,66.963,85.1779,38.1166,44.1264,66.3848,112.8865,49.8171,60.548,45.1101
1065,11.3312,39.0969,54.3229,67.5502,79.1626,28.3445,45.1271,79.0129,77.0682,103.9661,82.1367,79.4297,75.8922,34.3832,29.5657,133.2627,24.1354,16.737,66.461,84.167,38.0265,43.8012,65.5806,111.9888,49.6337,60.342,44.8285
1066,11.2949,39.3874,54.2106,67.8993,79.055,28.211,45.2955,79.1117,77.1557,104.1858,82.2583,79.211,76.037,34.3525,29.1253,133.7223,24.2035,15.8646,66.5873,84.5787,37.9796,43.8287,65.5461,111.9821,49.569,60.6641,44.8236
1067,11.2327,39.3605,54.3651,67.9873,77.873,28.1471,45.0247,79.0206,76.7529,104.0129,82.1657,78.9486,76.4127,34.0716,28.8046,133.6924,24.0429,15.2906,66.8328,84.4198,37.9885,43.6628,64.9803,111.6899,49.584,60.7905,44.8159
1068,11.0965,39.6993,54.5194,67.9079,75.8897,27.9291,45.0199,78.7777,77.0521,103.8912,82.3005,79.3804,76.5005,34.0817,28.9026,133.955,24.1815,14.7424,66.842,84.3127,38.2178,43.4815,64.7068,111.2486,49.6262,61.0485,44.7491
1069,11.2604,40.0544,54.8402,68.4042,76.5299,27.9726,45.42,79.7796,78.1344,104.5305,82.9338,79.6911,77.2042,34.3333,28.9114,134.5509,24.5432,14.9445,67.1099,84.8641,38.5418,43.7886,65.781,111.9767,50.0276,61.6459,45.0468
1070,11.1522,39.7793,54.6483,67.8064,76.6601,27.8694,45.4005,79.4219,78.3502,104.3967,82.8379,79.5806,77.0937,34.2899,28.9725,134.8502,24.3944,14.7533,67.0162,84.8044,38.6332,43.6075,66.1479,111.9228,49.9894,61.5011,45.0756
1071,11.3842,39.6523,54.3525,67.4819,75.5492,27.5021,45.1455,78.989,77.6828,104.0599,82.3961,79.6457,75.5073,33.8195,29.0217,134.1333,24.1901,14.7136,66.8432,84.315,38.4813,43.1606,65.6601,111.67,49.9701,61.2128,44.9155
1072,11.5279,39.5113,54.3725,67.3949,75.5998,27.5556,45.1424,79.0425,77.6514,104.3952,82.3611,79.1473,75.509,33.6855,28.8231,134.1326,24.1319,15.0142,66.5141,84.1273,38.4711,42.7427,65.2923,111.9369,49.8599,60.4331,44.8718
1073,11.5001,39.3271,54.2082,67.2961,75.4445,27.4119,45.0629,79.1494,77.3853,104.3731,82.6306,78.2956,75.2777,33.5082,28.7539,134.2733,24.0885,15.2737,65.803,83.9766,38.4497,42.673,65.2264,111.0488,49.5522,60.3713,44.8986
1074,11.3621,39.5975,54.8848,68.041,76.2968,27.2938,45.5023,79.8671,77.8951,105.2722,83.4339,78.7002,75.6392,34.0586,28.7135,135.4986,24.2803,15.1072,66.2967,84.6572,38.7374,42.7862,65.1964,111.6314,49.8858,60.7323,45.5111
1075,11.3943,39.7474,55.0892,68.4785,76.5346,27.3751,45.6737,79.5357,77.9275,105.8004,83.5807,78.7284,75.9641,34.6484,28.939,136.1517,24.4411,15.1341,66.5071,84.6858,38.8588,43.0281,65.6056,111.9152,49.9551,60.9475,45.818
1076,11.3955,39.5504,54.7869,68.0792,76.0754,27.2723,45.4369,79.3845,77.4782,105.0649,83.3707,78.1612,75.4195,34.4952,28.7103,136.1947,24.3697,14.9658,65.8287,84.1078,38.6171,43.1424,65.4102,111.2014,49.5621,60.8209,45.6564
1077,11.3463,39.6596,54.6369,68.2625,75.404,27.1859,45.5224,79.4853,77.498,105.3001,82.7656,77.5838,75.5253,34.8036,28.6228,136.6404,24.2564,14.9716,65.4359,84.0946,38.7282,43.6272,65.1709,110.8048,49.6763,60.8155,45.6488
