,MO,ADM,BF.B,CPB,CHD,KO,CL,CAG,STZ,COST,CVS,DPS,EL,GIS,HRL,SJM,K,KMB,KR,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WMT,WBA
1056,72.4399,45.4895,46.2688,57.2287,50.7462,43.4459,74.4722,40.846,171.7567,169.9884,78.072,98.9023,85.9506,58.2036,34.7488,128.3965,72.997,133.7407,29.8562,100.8341,96.1172,44.6205,45.1846,114.1942,115.2172,90.8441,52.3849,135.5472,109.6085,65.2722,73.8238,82.8173
1057,72.1572,44.7718,46.3209,57.2561,50.6253,43.3647,73.5059,40.5014,172.1761,170.3863,77.783,98.5449,85.9801,57.8881,34.5881,127.4342,72.6666,133.2889,29.9898,100.4292,96.1037,44.7501,45.2308,113.8978,114.2582,89.8626,52.2468,135.4484,108.8309,64.8908,74.1225,83.4843
1058,71.4473,44.862,46.142,57.2801,50.3959,43.1624,73.224,40.6901,172.5886,170.5602,78.9742,98.1944,86.05,57.8464,34.4938,127.5495,72.6477,131.6797,29.8892,100.5028,95.0985,44.9697,45.6049,113.6932,109.8016,89.4157,52.2918,135.5163,108.8199,65.0185,74.7777,84.1789
1059,71.616,44.8794,46.1561,57.4918,50.317,43.0091,73.1089,40.7487,172.0149,171.0589,79.2697,98.1474,85.3381,57.7834,34.7482,126.9458,72.4719,130.2989,29.9669,100.4463,94.8667,44.9582,45.5111,113.5296,109.7712,88.8825,52.3293,134.7397,107.7485,65.1393,74.9203,84.1742
1060,72.3788,45.3986,46.8775,57.9933,50.3439,43.3078,73.5774,40.9337,173.0716,172.0292,79.9436,98.1189,86.0413,58.1391,34.8943,127.4044,72.7769,129.646,30.0718,100.9264,96.0033,45.4698,45.3972,114.2538,111.8627,89.4577,52.7675,134.5983,108.4105,65.4387,74.8248,84.395
1061,72.4742,45.5793,47.2129,57.661,50.4078,43.1869,74.1638,39.557,172.7956,172.6795,81.8811,98.2536,87.3626,58.23,35.2803,126.9887,72.5786,132.2727,29.8856,100.6597,96.6186,45.5306,45.3558,114.3291,112.949,89.9591,53.0554,135.9752,108.5704,65.4685,75.0139,85.5653
1062,71.8795,45.4174,47.0189,57.3634,49.9577,43.2525,73.6906,38.9971,170.9075,176.6914,81.8548,93.1067,87.9983,57.9543,35.0013,126.9606,71.7142,130.5698,29.9605,99.9069,96.1241,45.2242,45.2047,112.9434,111.9023,88.2412,53.2844,134.1622,107.2424,64.7282,75.5291,86.0565
1063,71.5336,45.6706,46.859,57.2183,49.8044,43.0638,73.4228,38.8969,171.1723,177.1368,82.5488,92.3707,87.6937,57.5239,34.9817,126.6205,71.1028,130.1961,30.1046,100.0734,96.0014,45.1177,45.2798,112.8281,110.5597,87.693,53.5132,134.0192,107.6235,64.6769,75.3255,85.9021
1064,71.625,45.6931,47.2616,57.4303,49.4951,43.0604,71.9947,38.7665,172.0305,177.4507,82.4795,91.5551,86.9251,57.4311,35.0516,126.5375,70.9684,129.5988,29.7276,99.8596,95.7636,44.9941,45.384,112.967,110.5021,87.3397,52.8694,133.5468,107.9497,64.254,75.1717,86.3187
1065,71.1425,45.6823,47.3274,57.049,49.4382,43.3178,72.101,38.425,172.4095,178.0888,82.36,91.1047,87.3733,56.9681,34.8912,126.4653,70.5635,129.8474,29.277,99.3693,95.5687,44.3499,44.8814,112.5447,110.7391,87.2607,52.881,133.7283,107.508,63.9739,75.3513,86.5563
1066,71.0171,42.1722,47.4708,56.8729,48.9603,43.3245,71.1224,37.9919,174.4718,178.5179,80.0503,90.5213,87.4479,56.0704,34.7764,124.6067,69.3158,127.631,28.7892,99.2417,95.0759,43.8503,44.5607,112.3277,110.4651,86.4404,52.8768,131.0471,106.9602,63.2682,75.508,85.9911
1067,70.2803,41.3727,47.4526,56.7744,48.6804,43.3548,70.9602,37.7691,173.3919,179.7269,79.7993,90.5359,91.0249,55.9687,34.5964,124.9699,68.9416,126.4286,29.3429,99.3563,90.8633,45.1415,44.9849,111.9839,110.543,86.31,52.8296,130.6171,106.5092,62.6608,75.6271,85.8747
1068,70.4769,42.2138,48.1962,57.2781,50.7695,43.6347,71.917,37.7778,176.6039,182.2949,80.6969,91.3333,91.7776,57.8486,34.7288,125.5405,70.2461,127.7728,29.2834,100.4832,91.6864,45.1237,45.7945,112.6939,111.2006,86.6362,54.2535,132.1076,107.284,62.7904,76.2285,85.9877
1069,70.7508,42.5252,48.824,57.3133,50.687,43.6681,71.7489,37.736,177.5446,180.5122,81.0062,91.2469,92.3475,57.2172,34.715,125.9859,70.4042,128.4113,29.3134,100.2033,92.8939,44.8127,47.4858,113.0514,111.8999,86.3591,55.1348,132.7943,107.4643,63.4042,76.4104,85.6246
1070,70.768,42.8683,49.2364,57.8571,50.6085,43.8035,71.856,37.6707,178.7386,172.4908,81.0141,90.9712,92.5585,57.4187,34.4534,126.3143,72.2098,128.4244,29.0018,100.3946,93.7556,44.6709,48.3487,113.146,112.4767,86.4799,55.224,132.2126,107.0439,59.7541,76.2193,85.673
1071,70.3395,42.4521,49.4503,57.4291,50.2696,43.5709,71.5316,37.397,178.0832,173.1729,81.1622,90.6416,92.7985,56.5593,34.5348,125.8554,71.2225,128.2863,29.0606,99.8759,92.9652,44.4075,47.8897,112.782,111.8057,86.3865,54.9408,132.3005,106.4648,58.1621,76.8334,86.0471
1072,70.2012,42.181,49.2961,57.3535,50.7073,43.5429,71.7306,37.4594,177.4897,171.243,81.0929,90.5055,94.1613,56.3744,34.4795,125.2412,71.097,129.0539,29.7827,99.8298,92.6516,44.1584,47.9469,112.6933,111.0942,86.5524,54.6973,132.9351,106.7165,57.8712,76.5028,85.6412
1073,70.2874,42.0332,49.351,57.411,50.6822,43.5649,71.5202,37.4078,177.8019,170.8419,81.9132,90.5535,93.2131,56.1367,34.322,124.6768,70.5151,128.028,30.4442,99.8065,93.1915,44.4684,47.8299,112.8276,110.8286,86.1549,54.9666,132.5864,106.4253,57.8891,76.2287,85.4025
1074,70.6891,41.9906,49.2659,57.2813,50.2093,43.5935,71.3244,37.4483,178.4257,170.8606,80.8686,90.4844,92.7809,56.2152,34.4847,124.7896,70.7262,127.8648,29.6137,99.5528,93.6457,44.8454,47.6772,112.9663,111.4724,86.1153,54.0678,132.2094,106.946,58.4005,75.7748,85.1355
1075,70.557,42.1131,49.4106,57.4228,50.2567,43.6837,71.6633,37.7856,179.8022,171.4256,80.5664,91.105,92.8056,56.3925,34.5092,124.8675,71.0026,128.1568,29.1779,100.1637,94.1185,45.5612,47.4411,113.7832,112.1694,86.4227,54.007,132.6614,107.7174,57.985,76.2374,84.8919
1076,71.0948,41.9525,50.2238,57.2559,49.6586,43.9349,71.7806,37.6127,182.3889,171.09,79.4464,91.543,92.1759,56.1382,34.2379,124.9471,70.5125,127.7945,28.9312,99.7317,94.2289,45.601,46.9622,113.978,113.4985,86.6093,54.2859,131.8148,107.3979,57.8148,75.4123,84.5171
1077,70.8424,41.7446,52.0029,57.2964,49.7214,43.9837,74.7804,37.5659,181.211,169.8074,76.7082,90.609,92.087,56.0282,34.3045,125.5676,70.5484,127.8577,28.659,100.4736,93.1599,45.1121,46.9089,113.8778,114.0665,86.3156,54.3157,131.3916,108.7779,57.9385,75.2478,81.9824
1078,70.5433,41.3246,52.6525,57.1594,49.6445,43.783,74.2334,37.7624,180.7257,170.5209,76.8176,90.4463,91.3642,55.9345,34.1632,125.8445,70.2029,126.8671,29.0341,100.2151,92.6116,45.0105,46.8816,113.8438,113.7933,85.8851,54.4067,130.8474,110.4579,57.8817,77.1462,81.7084
1079,70.8856,41.4956,52.9777,55.6367,49.7343,43.9,74.9388,37.7205,182.9466,171.6889,76.4498,90.8916,92.3601,56.108,34.6362,125.8688,70.7981,127.2507,29.1502,100.7085,93.7193,45.5481,47.5646,113.9584,114.5336,86.1189,54.5365,131.8754,111.6127,58.2352,78.7351,80.9821
1080,71.6333,41.5307,55.7736,57.4408,49.9455,44.0847,74.5066,38.0527,183.9257,172.6819,76.3493,91.3587,92.9627,56.6688,35.1447,127.0127,71.2974,127.2265,29.2541,102.0512,95.1141,46.0611,48.2986,114.54,115.929,86.2116,54.9422,132.4963,112.8723,58.4752,78.6136,81.1582
1081,72.2759,42.7569,55.844,58.0697,50.4382,44.453,74.1781,38.4053,182.5053,172.881,77.189,92.118,92.3573,56.7374,35.2463,127.6959,71.5482,127.135,29.1236,102.7442,94.892,46.1698,49.2625,115.0794,116.9065,86.2452,54.4666,132.1907,113.231,58.2962,78.6857,81.376
1082,72.5978,42.4852,53.8847,58.2924,50.6755,44.853,74.3465,38.5858,178.2507,172.6349,76.6276,92.9654,92.7554,56.7851,35.3392,127.4827,72.2965,127.8142,28.9838,103.2189,94.3444,46.0851,49.6934,115.7866,117.0091,86.4255,54.2068,132.6178,113.796,58.4192,78.2752,80.6035
1083,74.0895,42.66,51.8022,58.659,51.2299,45.3091,75.2625,38.791,180.3697,174.536,76.0828,93.3168,93.4876,56.8605,33.415,128.1351,72.8301,129.3572,29.1846,104.0826,94.8598,46.4732,50.6964,117.2835,119.1946,86.7959,54.2695,134.8604,115.1468,58.1338,78.3952,80.8428
1084,74.2238,42.4507,51.6956,58.9421,51.1191,45.4224,75.3578,39.0119,180.7778,178.3446,76.4045,93.4771,93.8293,57.1257,33.2095,128.1636,72.5644,129.4596,29.3834,104.3743,95.3839,46.5289,50.9579,117.7644,119.4784,87.1847,54.3551,134.9127,115.8929,58.3416,78.0776,81.0726
1085,74.8151,42.1333,51.4653,57.912,51.4184,45.327,75.8549,38.4908,180.4895,178.4951,76.7741,92.6394,93.7725,56.5205,33.1752,127.7398,71.6174,128.9184,29.6758,103.6503,95.1602,46.2814,50.629,117.8485,119.7434,87.377,54.1766,134.8089,115.5122,57.8435,78.2084,80.5287
1086,75.2431,41.7215,51.8088,57.6375,51.703,45.563,76.4566,38.5522,182.4944,179.7856,76.6813,92.7916,94.1799,56.7739,33.586,127.8878,71.7598,129.9674,29.7302,104.1839,95.1254,46.6104,50.6279,117.1739,120.1457,88.0453,54.4236,135.9324,115.4261,57.4241,78.5728,80.8177
1087,75.0086,41.552,52.3553,57.793,51.8489,45.5241,76.4028,39.738,183.6452,180.2834,77.613,92.5288,94.2663,57.2214,33.757,129.2247,72.4763,129.3192,30.091,104.9841,96.1895,46.7306,50.766,116.7071,120.3053,87.8282,55.0225,135.032,115.306,58.1026,79.3857,81.6809
1088,75.0531,42.0968,52.5246,57.7641,52.4308,45.79,76.9571,39.4062,184.9678,180.7237,78.8346,92.74,95.5443,57.4642,34.0427,130.3538,73.0449,130.4358,30.2403,105.1457,96.8684,47.0796,50.9477,117.4804,121.3639,88.3853,55.6789,136.3105,115.6992,57.9951,79.5495,82.8605
1089,75.0113,41.869,52.1911,57.3785,52.4871,45.8916,76.9622,39.6106,183.8541,181.6072,78.6537,92.6451,95.969,57.3524,34.0885,130.245,72.8232,130.4112,30.022,105.1775,96.1722,46.9787,51.0126,117.6093,121.4402,88.4265,55.5218,136.5931,115.4718,58.1227,80.0764,83.2864
1090,75.1277,41.7878,52.3897,57.5617,52.7661,45.9298,76.9629,39.5387,185.7369,181.6746,77.9846,92.2793,96.3549,57.4963,34.3981,130.7882,72.8873,130.7285,29.8542,105.3284,96.0521,46.9736,50.7813,117.7338,122.1072,88.7501,55.1971,136.9778,115.6144,59.3289,78.9093,81.7685
1091,75.6216,41.7989,50.723,57.5157,53.1148,45.5235,77.0649,39.3565,184.4398,181.8,77.9016,93.3524,96.2462,57.6167,34.8098,130.3441,72.9991,130.0982,29.7757,105.7535,91.446,46.7955,50.7675,117.1022,122.2413,88.7487,54.7168,137.5205,115.3116,60.2003,79.129,81.238
1092,75.1014,42.0061,49.4547,56.8129,52.8408,45.1882,76.0107,39.2122,182.903,181.3433,78.3274,92.0392,96.0283,57.2627,34.3615,129.4132,72.4293,128.2302,30.2519,104.6356,87.3472,46.4804,50.3668,116.0516,121.0981,87.9209,54.851,136.4818,114.0114,60.8011,78.9633,81.6071
1093,75.3104,41.9146,49.1714,56.5762,52.8495,45.226,75.6247,38.8516,182.0492,180.7139,79.2054,91.4022,96.138,57.1399,34.6687,127.4788,72.5549,128.2631,30.6793,104.3679,86.8622,45.7736,50.1978,115.8042,120.3846,87.9579,55.1337,136.7908,113.9073,60.903,79.3084,81.1464
1094,75.3155,42.3701,49.1206,56.8833,52.8987,45.3068,75.5355,38.6727,178.6555,179.5404,79.6051,92.4621,95.7638,57.2754,34.7157,127.8045,73.1258,128.9472,30.0812,104.4735,88.0174,45.3836,50.4448,116.2053,119.0473,88.315,55.3099,137.225,113.6164,61.3344,79.3213,81.7336
1095,74.8052,42.369,49.2937,56.8824,52.7816,44.9966,75.5645,38.6908,179.3306,180.3148,79.597,92.7271,96.6214,57.8786,34.6535,127.9396,73.1146,129.2909,29.9567,104.8011,88.7579,45.5914,50.5205,116.2475,118.6385,88.0239,55.3549,137.4041,113.8423,62.1219,79.386,81.456
1096,75.6552,42.0863,49.4145,57.1377,53.1483,45.3118,75.8756,39.1373,180.3389,181.1942,80.322,93.7743,97.1686,58.9732,34.8149,128.1463,73.7358,130.4259,30.1917,105.6652,88.6222,45.824,50.7727,117.5095,119.6692,88.4202,55.4795,138.9486,114.6552,62.5039,79.781,82.5676
1097,76.1637,42.4379,49.6006,56.8079,53.4441,45.2144,76.1283,39.1765,179.8971,179.5867,80.1057,93.4826,97.0913,58.7654,34.6431,126.8406,73.1521,130.5084,25.165,105.2779,87.6079,45.7105,51.1112,117.0996,120.3239,89.2197,55.3826,139.8366,114.6514,62.1388,78.6742,82.1804
1098,76.9693,42.2835,49.4694,55.2737,53.1233,45.2491,76.156,38.0658,180.5817,168.1147,76.7772,93.299,97.3313,57.2403,33.8805,124.6893,71.8397,130.1681,21.5528,102.1659,86.7878,45.2609,50.6132,116.8924,121.3447,89.5076,53.7511,139.3859,111.9621,61.3588,74.6115,78.7954
1099,77.6052,42.4226,49.3083,54.8499,53.5628,45.2795,76.7193,37.4792,182.8787,163.8796,77.65,94.6272,98.0023,56.9922,34.1243,124.0397,71.6877,132.2553,22.5476,101.8153,86.3561,45.3741,50.6216,116.9831,122.4955,89.6597,54.3458,140.7054,112.0484,61.389,75.3114,79.3957
1100,77.4723,41.6685,49.3885,54.6565,53.7488,45.6865,76.6419,37.7098,184.794,163.2228,77.996,96.0493,97.5404,56.8675,34.0655,122.9037,71.3364,133.2001,22.4017,101.4431,86.7632,45.2304,50.8373,117.8983,122.6095,89.8569,54.1702,140.4702,111.7934,61.6546,75.6164,78.605
1101,77.0829,41.3818,49.0536,54.2899,53.1998,45.3189,75.8504,37.7644,184.5954,163.2226,78.4028,95.7034,97.0887,56.3606,33.8956,121.8697,70.6707,132.0521,22.2877,100.3282,85.9374,45.0783,51.1996,117.5182,120.5618,89.4745,53.4856,139.7934,111.7995,61.3013,76.2533,78.1162
1102,76.6158,41.1578,48.7008,54.0742,52.8962,45.1379,75.664,37.0607,184.289,160.3405,77.6591,93.28,97.4388,56.0696,34.4152,121.4916,70.5523,131.8479,22.3581,99.7586,85.9854,44.9188,50.9761,116.5794,119.9098,89.0897,52.93,139.46,111.0417,61.658,75.6094,76.7208
1103,76.6217,41.1549,48.9137,53.7174,53.0859,45.255,76.0412,37.2287,184.8431,157.6488,77.4603,92.7036,96.9798,55.9249,34.9643,120.8842,70.6259,132.3391,22.5746,100.2411,86.3865,44.9533,52.0299,116.9894,119.6705,89.4644,50.0943,139.2789,109.8715,62.722,74.9112,76.0961
1104,76.7007,41.3003,48.8995,53.9013,53.128,45.4312,75.9971,37.689,183.4965,159.6755,79.7442,93.0408,96.7043,56.176,34.9698,121.8956,71.0427,133.5405,22.5829,100.5249,86.6627,45.0505,51.7943,117.3377,119.7232,89.4561,49.9499,139.3787,110.3249,62.8518,75.5479,77.2895
1105,75.7076,41.1896,48.7023,53.0497,52.8364,45.1188,75.5235,37.1628,182.1546,160.3977,80.7091,91.8207,96.6216,55.8534,34.3954,120.867,69.7677,132.0037,22.8504,99.0046,86.3422,44.2449,50.5186,116.3389,118.5197,88.8241,49.5144,137.4943,108.6392,61.9547,76.0161,77.465
1106,75.8684,41.1346,49.2447,52.9147,52.7622,45.3743,75.2783,37.4524,183.9305,160.0644,81.4329,92.3792,97.1576,56.7045,34.3037,120.139,69.8545,131.9005,23.3444,98.7204,87.4258,44.2082,50.8711,116.4924,119.0279,88.5517,49.9403,136.8549,107.9448,61.8161,76.5528,77.4447
1107,74.614,40.6734,48.747,52.1243,51.8865,44.915,74.3765,36.3911,194.6906,158.8745,80.4648,91.1637,95.5329,55.2193,33.9602,118.6073,69.0235,129.3709,23.2103,95.9282,86.4797,43.3268,50.1381,115.4116,117.4053,87.2916,49.9398,133.7581,106.7388,61.6244,75.8625,78.3741
1108,74.5775,41.233,48.759,52.2578,51.9111,44.9693,74.2432,35.8217,194.5228,159.8397,80.2922,91.2886,96.0858,55.372,34.158,118.313,69.5261,129.4555,23.3789,97.5056,86.4728,43.3018,49.9621,115.7305,117.6636,87.1967,50.281,133.456,107.667,62.5869,75.8343,78.0928
1109,74.6079,41.5134,48.3928,52.3577,52.0767,44.9857,74.175,35.6315,192.6886,159.3282,80.7402,91.5392,95.9171,55.2654,34.257,118.3885,69.1004,129.0722,23.5278,97.5743,86.465,43.285,49.759,115.6428,117.1043,87.7446,50.5591,133.9329,106.8778,62.5749,75.5449,78.3072
1110,74.6183,41.7879,48.1629,52.1142,51.8642,44.8223,73.8647,35.0641,193.6858,158.327,80.0664,90.0027,95.809,55.0852,33.8027,116.9396,67.9443,128.6073,23.2279,97.2341,86.3773,43.2147,49.3665,115.2685,118.0527,87.705,49.5044,134.1202,106.2736,61.8657,75.4799,78.6558
1111,74.3211,41.266,48.2861,51.8662,51.8672,44.4505,73.5316,34.3049,193.7028,158.8046,78.9596,89.2077,95.0378,53.9924,33.3046,115.7083,66.8882,126.8735,23.3011,95.8169,86.2445,43.1457,50.0846,115.0609,118.2791,87.5134,49.21,133.7285,106.6449,60.573,75.5914,78.0034
1112,74.2646,41.2447,48.3101,51.7479,52.1697,44.3998,73.4237,33.6552,193.576,155.1391,78.6005,89.3145,94.557,53.7088,33.1963,115.3636,66.6398,126.7236,23.1977,96.0842,86.2448,43.1664,50.5418,115.3468,118.0641,87.6396,49.3419,134.5616,106.2064,60.2556,75.3904,77.6243
1113,74.0081,40.9581,47.5328,51.2119,52.2957,44.425,73.2352,33.36,193.759,151.801,78.2831,89.2909,94.1532,53.4726,32.8544,114.7709,66.0805,127.2205,22.7354,95.199,85.9325,43.1529,50.473,114.7941,118.3467,87.3255,49.3304,133.8767,105.3706,59.5036,73.8004,77.1512
1114,73.5262,40.3578,47.3474,51.0462,52.1941,44.3413,72.5725,33.0655,193.5367,151.9153,77.7157,88.903,93.7957,53.6585,32.5004,114.8149,65.5786,126.185,22.7119,95.9196,85.8649,42.9964,50.0535,113.4706,117.381,86.7829,49.394,132.2672,104.2717,58.7225,73.6834,77.1249
1115,73.8624,40.866,47.7643,51.558,52.0108,44.5402,72.3992,33.3136,196.2953,151.9809,77.6384,89.2597,94.5911,53.6854,32.6164,115.4231,65.8911,124.6325,22.8095,97.3139,87.029,43.3103,50.5114,114.7353,118.2925,87.0302,50.1581,131.816,104.7797,59.6374,73.9826,77.6818
1116,73.5489,41.345,47.3128,51.4548,51.9306,44.4447,72.1955,33.6176,196.2838,153.3474,77.985,89.4507,94.8168,53.3497,32.6314,115.9848,65.9903,123.9901,22.8706,96.9049,86.914,43.2828,50.6983,114.3167,117.707,86.7744,50.3941,131.1226,104.7507,60.6311,75.0356,78.1395
1117,73.9232,41.5315,47.478,51.6776,52.4934,44.642,72.3819,33.5456,197.8599,153.3108,77.8968,90.3581,95.2943,53.6206,32.8238,116.729,66.3196,124.3818,23.0365,97.6179,87.665,43.5767,51.5439,114.9032,119.0884,87.0028,50.5893,131.6863,105.3965,61.3821,76.2694,78.6689
1118,73.4284,41.4906,47.6552,51.7527,52.9195,44.7117,72.6204,33.4645,197.6082,152.9704,78.2796,90.3989,96.3087,54.0086,33.0562,118.0503,66.6802,124.6826,22.9586,97.2731,87.7241,43.6645,51.5381,114.9791,119.0823,87.4306,50.6292,131.4689,106.1394,61.6487,76.5143,79.0517
1119,73.383,41.2129,48.1291,51.3871,53.5227,44.7176,72.5938,33.3802,197.1302,151.5562,77.9105,90.8226,96.217,53.8565,32.8974,117.1045,66.4438,124.7328,22.6388,97.2906,87.5167,43.7392,51.7217,114.9158,119.5711,88.4245,50.4278,131.6655,105.947,60.824,76.2161,78.6675
1120,73.3539,41.3647,47.9699,52.4633,53.1077,44.7363,72.4759,33.8122,197.359,151.5012,77.8573,91.3593,96.8641,53.7685,32.6222,116.3148,66.4239,124.098,22.8271,91.9333,88.2231,44.0763,52.0985,115.1134,120.7879,88.0712,50.8762,130.6632,106.0379,60.8967,75.8537,79.5186
1121,73.6491,41.3449,48.124,51.8279,53.0995,44.8501,72.4037,33.814,198.2079,151.2266,77.1507,91.317,97.3749,54.0261,32.923,118.2379,66.5891,124.0418,23.2529,92.6146,87.9315,43.9352,52.3173,115.6204,119.3866,88.8717,50.9083,131.1492,106.267,60.96,75.9963,79.7193
1122,73.4237,41.2148,48.1676,51.8508,53.0144,44.9368,72.2537,33.8073,197.9007,150.4126,76.9616,91.3754,97.5781,54.2276,33.0696,118.0176,67.0149,124.5229,23.1781,93.2327,87.8747,43.8984,52.4258,116.1886,119.4247,88.3481,50.997,131.4898,106.2173,61.3477,75.9936,79.1231
1123,72.8693,41.446,47.9836,52.014,52.8063,44.8888,71.9993,33.9729,196.269,150.8229,77.1234,91.678,97.6377,54.5185,33.3029,119.4129,66.9621,124.1743,23.2511,93.8475,88.0563,43.8261,52.727,116.3471,119.2214,88.2505,51.5115,131.3329,105.6022,61.7098,76.8371,79.561
1124,72.4049,41.9275,48.6191,52.4429,53.2136,45.1411,71.8831,34.1,194.417,152.8751,78.5239,91.8047,98.6894,55.0707,33.8351,120.7304,67.4515,124.2703,23.6705,94.5512,88.5517,44.1647,53.3109,116.4023,118.2233,88.9981,51.888,132.3613,106.6843,62.4996,78.3345,80.2034
1125,71.9381,41.7663,48.8771,52.5732,53.6216,45.4169,72.5197,34.0286,193.7522,152.1149,78.0535,92.1314,98.7133,55.0452,34.1243,120.7586,67.3153,122.6057,23.8171,94.7374,88.9566,44.2033,53.6235,117.0709,117.9274,89.1917,52.1472,133.2966,106.5321,63.2732,78.6512,78.8486
1126,73.4087,41.632,50.271,52.8337,53.7285,45.9798,72.8231,34.0789,194.335,152.2839,78.5009,92.2131,98.935,55.1407,34.1228,121.3318,67.4958,122.9554,23.8861,94.7869,89.747,44.0836,53.711,117.1439,117.9304,90.1724,52.3936,133.6009,105.9605,63.1355,79.3958,78.6523
1127,66.5538,41.7147,50.1741,52.8859,53.2851,45.9966,72.6365,34.2634,194.72,152.6208,79.5415,91.1221,98.9923,55.2582,34.1662,122.3073,67.5796,122.2631,24.0832,95.3434,89.0844,43.9729,53.5263,116.6098,115.8432,90.4146,52.1906,132.8323,106.2599,63.0233,79.7241,79.442
1128,65.2123,42.2472,49.5232,52.7608,53.4039,45.9174,72.32,34.2222,193.6242,156.7004,80.1327,91.0558,99.0742,55.5712,34.1354,122.0247,68.0005,123.2753,24.4006,95.3822,89.0383,43.9627,52.7541,116.6484,117.0953,90.8234,52.5258,133.5023,105.3637,63.1888,80.0584,80.5384
1129,65.6763,42.512,49.2582,52.5512,53.0935,45.5752,71.4774,34.064,193.2227,156.6232,78.8813,90.5185,98.3253,56.2075,34.0796,121.3378,69.9676,121.307,24.1562,94.486,90.5472,43.7808,53.0924,115.5662,114.6717,91.3087,52.2296,134.3674,105.4722,63.0712,80.4364,81.053
1130,65.503,42.6248,48.8575,52.5512,52.6359,45.5752,71.6192,34.1071,193.2174,160.5775,79.9042,90.7758,98.3253,55.7772,34.0796,120.1814,67.3595,121.2542,24.5817,95.3229,92.2888,43.6584,52.8983,115.5662,114.6258,90.9831,52.602,132.199,105.336,63.1908,80.7337,80.9954
1131,65.8509,42.824,48.6207,53.0622,51.5798,45.7874,71.669,34.3759,193.5501,158.7683,79.0368,91.1702,98.3912,56.2348,34.0194,121.4422,70.3111,121.8398,24.0823,95.3368,91.4662,43.7005,53.2912,116.3487,114.869,91.2272,52.2929,135.0426,105.6115,63.6256,81.0875,81.095
1132,65.7076,42.512,48.4302,53.141,50.6187,45.5603,71.4774,34.064,193.2227,156.6974,78.1886,90.5185,98.5032,56.2075,33.6963,121.3378,69.9676,121.307,24.1562,94.486,90.5472,43.4829,52.6901,116.215,114.6717,90.6961,52.2296,134.3674,104.9573,63.272,80.4754,81.1086
1133,65.8309,42.5288,48.8436,53.2316,50.2855,45.6357,71.6692,34.1785,194.6058,156.6232,78.8949,91.0856,100.3023,56.3887,34.1385,122.3725,70.015,121.3514,24.4239,94.9272,90.0831,43.8782,52.7866,116.8625,115.5112,91.2057,52.5281,135.2221,105.4031,66.6541,81.1698,81.4887
1134,65.5797,42.3381,48.989,53.1747,49.8318,45.6588,71.7995,34.3201,195.0975,158.3056,77.9026,90.5914,100.9994,55.9735,33.7556,122.1337,69.3046,121.4859,24.248,93.5832,90.5469,43.7642,52.8715,116.7338,114.9903,91.6751,52.1481,134.8809,105.4237,65.4088,81.5489,81.4222
1135,65.4171,42.3238,48.5752,53.2605,49.8575,45.4779,71.6063,34.324,194.7414,156.7388,78.9881,89.9161,103.0849,55.7747,33.58,122.0369,69.0659,121.4743,23.9533,95.5852,90.4728,43.4217,51.7901,116.3491,115.3775,91.8115,51.4902,134.197,104.9702,64.4683,81.5177,80.95
1136,65.039,42.2407,48.1205,53.2387,49.6444,45.7227,71.5636,34.0872,194.9368,156.5585,79.6897,90.3583,102.5031,56.1909,33.701,121.7527,68.7868,121.2792,23.6415,95.365,90.1042,43.3497,52.4906,116.4771,114.6224,91.8577,50.9884,134.0423,105.3394,64.6323,80.9128,80.3072
1137,64.5618,41.38,48.454,53.5947,49.7107,45.7391,71.4683,34.7338,196.2,157.1696,79.392,90.6335,100.2916,56.5741,34.0071,122.4043,68.7833,120.9365,23.6077,96.9451,90.5545,43.5511,53.6691,116.6748,114.9108,91.5764,51.5289,134.5944,105.5466,65.652,80.6766,80.5517
1138,64.7947,41.9888,49.0193,53.8536,49.9256,45.8235,71.46,34.9346,197.5075,157.7825,79.4871,91.1806,101.0241,57.3439,34.429,122.9289,69.7362,121.5294,23.5821,98.0862,91.0252,43.78,54.1114,117.8262,114.7719,91.6938,50.9513,135.5654,105.7584,66.1147,80.7655,81.4425
1139,65.331,41.9588,49.1998,53.7497,49.8732,46.0854,71.7809,34.9457,198.0404,157.2883,79.3091,91.8414,101.1256,57.3717,34.2278,123.0537,69.8926,122.2252,23.2335,97.0514,91.0522,43.8177,53.9355,118.7246,116.5155,92.1408,51.5769,136.1635,105.9152,65.7381,80.9587,81.431
1140,65.3093,42.2777,50.0044,53.943,50.2646,46.2383,71.8522,35.1759,198.6831,158.8384,79.5209,92.4513,101.2687,57.5411,34.3815,123.3174,70.1856,122.4141,23.1704,98.0288,91.3179,44.283,54.2774,119.0758,117.5098,92.643,51.3502,137.094,106.115,65.8241,80.9526,81.4067
1141,64.7561,41.8518,50.5515,53.9948,50.09,46.0508,71.7657,34.8332,198.0489,158.9058,79.1222,91.888,99.6506,57.6025,34.0179,123.0998,70.2395,122.9182,23.0688,96.9645,90.3519,43.6133,53.9696,118.6987,116.8419,92.3433,51.3036,137.3638,108.4873,65.2337,79.2641,81.2746
